Id,Infomap
13790,1193
176322,2794
398326,1544
122756,3780
123354,2558
42432,2558
403524,17
185651,3781
69998,3781
337393,31
291761,3782
55512,3782
282486,26
358579,17
111624,241
37961,2541
96674,2541
15188,12
393618,3783
299555,3783
24785,34
9850,1129
30521,1129
105111,17
216748,3784
329934,61
349417,3785
147781,38
69270,3786
5201,3786
349418,3785
32371,3787
150281,3787
28298,2181
328586,3788
49187,3788
246384,2364
367783,3789
3395,3789
235829,654
407377,78
378643,1227
118776,26
157333,1212
45597,54
209404,673
267281,2417
210817,3790
14806,3790
280615,3791
281848,3791
244724,352
107934,17
418638,3792
356267,3792
149720,42
141518,2681
311862,3793
49409,3793
93721,3794
46895,3794
362687,3795
362686,3795
225874,443
84187,975
376111,3796
83926,3796
819,1363
35713,3573
140222,148
256188,3797
36192,3797
285148,3798
235338,71
247566,1020
364474,783
174387,2495
197484,2495
450638,239
349843,3799
341363,3799
131214,71
5730,69
76263,153
390710,3800
60525,3800
197505,3789
222249,0
25907,276
1163,3801
53266,3091
313085,61
17250,38
2246,449
150577,68
309478,448
99781,3802
32936,3802
264285,3256
280276,3803
5436,3803
401042,3804
401041,3804
378042,254
8756,449
79323,17
211120,2364
447704,186
327666,17
331855,2224
181185,153
150276,3805
67272,3805
233965,68
63118,97
369590,1102
27079,3806
140202,3806
8560,440
23315,1217
119333,3807
49108,3808
33642,3809
145713,336
190520,35
205938,498
315387,235
185877,3810
188193,3811
18035,867
37182,1497
75601,116
83708,3812
344705,3813
344704,3813
335035,402
366545,3814
155468,3814
90782,2814
285185,120
260621,3815
305907,3815
29493,107
17871,1265
371886,570
30743,2149
10929,3816
50746,38
98603,298
51329,3817
75613,3817
181265,7
9121,7
181516,30
115349,30
54402,1536
162347,3294
125781,3294
209212,3818
53990,3818
12410,403
300433,3819
39154,3819
183283,42
151050,3820
20644,3820
241984,3821
13766,110
347782,108
335010,3822
101876,3823
398570,588
12058,3824
32672,3824
19579,153
262279,1998
378633,1500
541,251
13916,251
216257,836
86851,836
455459,1155
248757,3825
44746,3825
396075,3826
396076,3826
98662,3827
430437,39
43729,17
184507,3828
211803,3828
273033,3829
16344,3829
453573,3830
195998,26
165203,3831
14596,3831
377167,126
453430,3832
12767,3832
398799,2693
46282,3833
115199,17
196438,3834
14291,3834
438293,17
344727,22
215918,54
343103,17
257094,1708
314122,3835
372414,3835
415834,65
402815,520
292815,133
320501,133
132041,3836
82825,3836
94282,1250
39881,1250
11263,3837
6986,3837
226970,3838
2795,3838
314170,3839
112572,121
208711,69
106118,6
97651,3840
70205,1085
262755,3841
71711,3841
226006,110
7344,2253
45819,2253
196786,3842
381540,123
442980,3843
294286,3843
47984,800
73234,3844
855,3844
243364,6
454030,65
365893,17
262024,3845
73743,3845
425266,3846
390652,3846
328822,339
315386,1864
412088,67
23954,600
244117,17
374401,695
317318,1550
6664,1550
264279,579
119314,3847
82322,3847
408387,3848
2934,3848
190638,462
3136,868
216130,3849
67501,134
150520,1393
10194,3850
203191,1544
59874,1544
122205,570
190850,187
85746,196
76611,827
131608,3851
47089,3851
127680,69
451550,26
151340,3852
167292,826
240487,2847
22853,3853
296444,2766
258775,188
401881,35
133516,17
421675,67
192349,153
175906,17
361987,235
170717,0
197326,3854
79655,3854
234672,1716
23416,1716
16952,2177
16373,700
22759,3855
307191,3814
337495,3814
50218,203
63326,415
93339,3856
120415,3857
45297,3857
175649,527
369440,17
174632,42
942,3858
232658,336
70412,897
24341,3859
241776,640
105774,689
353931,17
196527,17
26711,3860
128758,3860
82972,3601
9139,3861
129849,324
376796,405
301926,218
253602,74
166954,69
111562,3862
1101,3862
81302,67
361208,26
21137,172
254569,108
50231,1186
390272,17
10567,3863
10577,3863
12632,17
395180,3864
7936,3865
622,3865
187282,358
138464,290
223789,290
126281,39
47266,1650
144119,3866
31445,3867
74122,3867
66656,524
414313,35
148429,3868
169269,17
282870,1688
5639,695
102302,756
148253,826
423204,3869
106951,3869
373087,111
55,111
223125,3510
408888,3834
53957,17
143399,116
344831,1275
39101,707
178962,1440
184358,508
385398,3870
15261,1138
114271,3028
305,3028
318064,3871
286496,3872
301532,3872
9108,1712
169478,383
309704,68
232915,986
177654,3765
10843,201
25039,3873
118365,3873
151383,257
93165,3874
7884,17
427374,66
149978,3875
13377,3875
82108,3876
66910,3876
289345,865
43038,865
77496,3877
86625,1460
9014,1460
87373,17
98992,17
69611,3241
288283,3273
333171,108
400253,69
62948,108
38481,3878
38542,3878
387058,2798
4514,2251
48383,157
88700,3398
43246,3398
59532,78
327469,3879
129563,3879
48403,3880
12498,3880
97501,334
180277,246
41446,152
41462,152
167852,900
211,900
28063,395
228437,3881
2183,110
42205,1330
469,1330
61527,3882
52771,17
39581,3883
311306,26
332888,17
13484,3884
39492,3884
116942,1087
217519,1102
132878,3885
53539,3885
161867,3886
287375,820
299581,0
85037,3887
1576,3888
433459,35
171568,746
153142,442
292122,107
13074,584
211544,22
235145,3889
267150,3184
93593,246
400077,38
396654,35
103759,1245
15210,160
150845,562
414846,3890
2357,3890
358882,589
110262,3891
40004,439
22236,170
251149,3184
64228,1716
288304,258
107167,1173
218421,196
357129,26
99839,938
131033,1275
6695,1275
278797,564
280019,564
303478,26
427389,3892
21402,2137
44303,2137
19952,3893
64577,3893
92370,222
102320,222
12122,17
321449,108
193809,17
310853,1826
9233,3894
37755,3894
159855,218
344037,3895
344038,3895
38835,3896
169214,3897
5229,3897
325378,3869
446290,611
241446,3898
241448,3898
392617,1760
319069,3672
328539,74
277878,66
42499,69
369364,1890
430213,2126
167320,3899
115187,3899
76876,480
250965,3900
225540,17
413031,3901
194902,339
42313,17
62235,1432
200781,17
54947,1822
170556,3902
77592,3902
156571,69
13918,3489
188099,941
101291,578
128851,2901
189342,134
228518,110
183598,108
83036,2856
83037,2856
331277,71
149753,3903
69101,3903
26450,1129
120058,1129
269774,1760
56057,502
69450,607
88691,619
57521,3365
77548,1196
391691,17
39785,1465
165773,169
79958,770
46700,770
63802,6
277142,2369
430417,19
123404,3904
307131,108
281186,3905
276373,3905
19646,38
51198,2379
281567,2964
342210,69
131499,870
5289,179
346373,3862
420992,3906
67056,3906
370541,1187
223950,3907
34516,3908
27708,3908
340506,17
364707,38
85669,162
99038,553
184288,1867
7480,349
451273,127
108260,154
229478,68
243164,68
430691,17
147168,1357
27857,1357
225353,68
295956,654
254251,169
176668,1046
211554,3695
4344,189
113160,3909
102069,3909
263440,2894
51403,92
78437,39
365448,3910
365447,3910
364829,3911
244158,3911
220058,3912
392040,17
51585,3913
193728,3909
113163,3909
20391,3903
178840,314
160547,403
43725,1091
94812,237
255862,2753
313421,3914
313422,3914
313423,3914
197361,3915
78866,3915
260422,3916
260421,3916
416565,17
99558,464
43442,3917
82937,3918
56431,3918
9216,3919
5508,1692
104567,1320
66799,3920
46600,3920
9360,1904
384073,207
327364,588
207707,486
101028,2253
17571,2253
354641,2092
17012,2092
300860,957
291184,3921
81685,3921
39075,707
442118,69
178265,3922
171020,3922
441496,4
205824,2941
198517,42
123952,69
142041,3923
305412,3923
163236,318
330992,448
208787,108
188334,3924
422115,3924
410178,1993
71208,1993
7814,3925
52125,3925
52126,3925
289512,3926
70491,2135
58870,627
335739,498
156739,66
32577,3927
32555,3927
103519,243
89558,39
82960,1192
43014,3928
8299,3928
301287,22
130874,384
374273,17
352808,1194
64541,108
17045,1979
347054,26
309161,45
325470,540
208062,3929
97996,3929
313569,727
286739,39
151922,169
142505,26
55259,504
81422,3930
12193,3931
3959,3931
355770,19
190292,38
29209,494
189828,3932
40239,3932
65128,17
392254,3933
425260,3933
172396,1760
228928,148
89149,827
39970,134
308304,71
120641,3934
150033,3934
7647,3582
348685,289
135638,3935
135639,3935
406605,17
15285,1936
168354,148
239286,3936
55970,3936
310698,275
104016,3937
44123,3937
356021,108
266275,17
40191,1606
29517,236
9837,236
80673,3210
46356,69
59186,89
68043,421
209129,344
102307,2502
117909,2502
16033,68
1533,3919
279528,17
53445,3938
73568,659
8676,659
377366,605
374635,605
11467,3939
38781,3939
246416,230
25209,230
292494,386
44941,3940
19572,3940
306564,113
344416,113
23861,617
331458,78
252318,3941
55928,3941
406015,443
188626,957
7015,68
380827,3942
201694,3942
34539,17
257840,3943
45938,3943
39090,483
10157,1860
9762,1860
48004,196
192891,862
164708,218
69200,2529
150119,192
119162,3944
20431,3944
29255,68
288478,69
66187,218
401753,3945
420303,3945
384482,17
234315,17
111189,3946
350893,3947
338133,3947
104303,3001
419223,3001
217458,153
384842,108
257594,336
160265,336
19676,3948
5802,3948
259277,3949
26234,3949
121847,17
368929,35
289894,3950
86706,3950
119508,17
303176,178
335821,95
6083,3951
69851,3952
44939,3952
271012,79
65828,17
241416,12
210135,35
312238,3953
50816,3953
91723,3954
6308,3954
183663,3955
134516,3955
289327,0
29783,3956
30449,3956
5795,12
73572,1178
128231,17
251000,69
308735,6
252954,1630
362291,66
409131,3957
93376,3957
447361,166
16862,1948
145519,17
13849,4
1275,2801
48860,17
445435,126
404036,127
261501,3958
27412,3959
439929,898
105011,3960
184571,3960
27657,1099
105492,12
409660,3961
409659,3961
427247,52
153666,116
158701,339
367462,920
274510,3962
197205,3962
78223,38
180835,3963
331787,3963
183215,68
290900,153
214342,71
281445,3964
272783,406
37414,22
303203,17
2634,3676
340728,68
251622,127
94881,431
216684,69
91385,108
143261,17
162949,3965
215220,45
201204,110
367251,3966
58670,3967
345523,1940
287032,68
29482,68
168388,1544
97599,217
271028,1052
6958,1052
90507,17
61544,3968
61551,3968
185195,1392
59837,155
178028,613
61840,200
163806,17
196288,17
247038,1820
235475,3969
78827,3969
309884,3970
297903,3970
90017,0
13262,3971
69987,3971
269734,78
60798,78
261934,17
331062,3972
58264,2487
420155,3973
312176,3973
64985,3974
218582,3974
330409,108
433711,3975
20848,3975
74928,934
109846,133
188361,17
385103,17
20323,3976
20128,3976
107631,1889
11998,1889
428450,3977
428451,3977
381649,193
30891,3978
13078,265
154767,76
30146,3979
25669,3979
77095,356
281754,1330
441218,285
260794,3980
403899,3980
48012,2096
143022,3981
67075,3981
118751,1019
234975,6
111929,17
39112,1649
22776,770
36777,17
166183,68
120467,108
61005,3447
45430,3447
91995,3982
24532,3982
149232,2030
450297,1788
193580,54
133557,1151
312446,3983
37550,3983
341131,622
220825,622
432145,38
449127,326
166311,17
454753,167
202806,570
13068,477
12078,1082
23345,3021
68228,79
60639,108
117130,203
107674,560
10894,431
441505,22
134804,3984
247056,3984
434480,17
4177,1285
406420,577
172639,2784
211870,2097
43822,3985
397271,514
190533,1193
56285,160
239606,38
112140,955
387187,3986
268471,3986
160569,66
89629,3987
946,3987
73583,1599
46388,3988
46379,3988
135223,3989
178632,3990
33199,65
304532,26
231619,20
60793,3991
261334,3991
202519,1020
140747,6
400294,169
312078,3320
197866,3992
65432,3992
114720,813
12558,524
13139,3993
145109,3994
160793,3994
128281,3995
192076,3995
89528,504
52161,3996
23716,3996
171578,1019
19793,3997
15982,3997
343123,448
34640,1359
186589,3998
90107,3998
70120,1339
265379,1339
67638,17
39230,39
68747,704
378735,1798
427679,35
95810,6
109538,2729
447385,86
452743,3999
137001,69
448733,1
278783,17
275812,1333
8603,1333
59736,114
26830,114
194956,252
163296,277
427901,187
202950,4000
380323,4000
42643,431
6629,4001
19182,4001
268684,79
54996,293
283295,4002
273,4002
268233,113
79622,277
245719,17
302183,193
7971,4003
103986,107
250794,107
163807,243
317420,4004
13383,4004
74241,4005
391957,69
20273,233
176535,4006
43726,4006
257130,133
347562,133
151115,69
355315,4007
279588,494
322634,2664
23410,1292
177626,2330
226996,355
354254,108
297514,62
322348,4008
270650,52
393005,1142
292180,646
195540,1888
233308,17
66781,347
11507,2843
338873,69
361788,754
91948,1010
95510,4009
8008,17
83300,4010
27860,4010
8109,4011
5742,110
72699,344
28333,4012
53813,4012
134805,4013
20246,4013
321212,1378
65012,39
29430,877
47498,3773
108958,663
80904,218
98124,4014
47368,4014
80638,487
72455,251
12578,4015
5384,4015
134889,1224
228387,17
270940,4016
145628,4016
304645,22
410998,989
444484,229
326615,39
18506,358
304520,61
46839,451
10767,4017
13744,4017
338535,17
226416,69
242855,4018
52857,4018
19627,549
211367,1266
182673,570
442471,4019
83127,4019
49688,1140
58559,188
36975,4020
94228,4020
341664,153
60283,673
117150,69
109577,1151
132811,2943
63865,2943
66684,4021
163047,69
248031,524
54034,2328
119067,2328
49652,2712
49643,2712
28087,6
183899,148
38077,973
49785,26
225732,3184
309264,4022
309263,4022
43541,3646
110253,149
326955,4023
11621,4023
26191,0
82491,36
46158,36
113790,4024
227462,4024
31976,578
445112,17
19987,203
354061,4025
58173,4025
329424,38
154263,68
426835,38
10324,17
136708,69
96731,17
15567,352
88594,193
62139,4026
119958,4026
358020,553
286451,1020
286452,52
91219,4027
37047,4027
342526,412
342663,1536
27850,1692
107435,218
361027,275
63368,1490
117217,4028
6282,4028
256035,4029
90726,4029
318282,153
169241,166
24227,1131
2647,383
73188,4030
73185,4030
59515,4031
73973,1610
329324,4032
247395,4032
154,431
205918,4033
1889,4033
42836,1662
359117,109
245206,729
374450,117
167175,229
27926,134
207915,6
120868,4034
186253,4035
185444,4035
15019,173
365156,17
118367,73
434883,69
87020,4036
3841,4036
267645,178
163117,445
289040,4037
269394,4037
142737,69
33646,3809
136872,3836
452336,619
340830,4038
95913,4038
428775,162
306133,186
340596,849
331685,4039
31581,4039
321319,342
185878,1634
366973,52
223817,187
382668,45
346712,26
119046,68
271080,4040
271079,4040
171189,4041
122263,4041
117818,207
442663,4042
202222,69
23198,4043
12040,4043
381049,4044
6404,4045
296752,4045
8161,844
6011,4046
64436,69
445350,4047
25576,4048
2226,4048
11282,4049
73354,4049
44196,4050
34873,4050
426115,4051
111660,4051
64593,3861
13673,3861
164047,4052
104785,4052
1773,4053
175943,4053
254548,17
174817,4054
75739,405
61477,4055
232393,4055
110248,203
65268,115
179939,2874
69890,2874
289329,218
32105,964
346548,26
147078,69
43825,69
64,68
367763,4056
200106,4056
126363,1708
103565,210
35710,1471
8094,186
19928,4057
125282,4057
35784,71
62439,3277
10033,3277
279523,4058
448333,17
123362,4059
130628,4059
338073,12
39642,295
376310,0
2062,17
122059,1545
49536,155
153951,160
20462,69
44467,4060
193679,35
443906,2235
438849,17
26031,3576
166032,1613
175093,1738
183594,188
101781,439
18262,162
15184,1379
335740,613
34262,613
33033,111
143933,73
8252,3965
123056,3221
197960,62
107312,634
400936,17
35722,786
52199,621
132865,4061
66378,62
191635,2088
370290,17
402599,26
290296,1054
70481,4062
70504,4062
341636,17
287199,108
123836,2447
316667,1722
373164,4063
62408,4063
230992,17
63211,4064
63206,4064
441966,68
57689,1054
389852,244
13847,42
326293,0
46695,4065
128537,4065
117931,4066
37005,4067
106597,4067
175783,52
129457,52
131181,4068
40043,2030
362649,358
294051,4069
294052,4069
113627,3862
159918,1158
206362,17
148899,965
268961,4070
6716,4070
53402,4071
68539,4071
243774,4072
220518,4072
149698,69
37427,17
50228,203
94740,1624
249182,107
6366,230
50196,230
245873,4073
245870,4073
247914,3874
15536,3874
7846,1782
50111,3479
2786,4074
53911,261
89363,4075
32107,162
8072,4076
87399,4077
46671,4077
19730,4078
497,69
39099,707
117996,315
109925,17
146083,162
17939,1459
66273,1459
141877,67
385921,4079
354466,4079
3154,1495
3123,1495
18842,69
241461,196
86742,4080
264627,154
210424,17
132306,1362
161580,4081
131917,68
77687,1022
7279,1022
101306,4082
390320,4082
347300,2943
292871,52
367162,966
105791,0
99380,1655
387981,244
167423,820
277731,783
35909,965
98593,965
453070,81
138795,1075
396770,687
74081,4083
5147,4083
86053,4084
101515,216
345668,187
153454,17
1757,562
290,562
3110,898
102679,1341
23524,1341
194832,295
250241,17
133913,3637
32498,169
237904,66
200321,1990
22711,1820
102569,17
93500,697
235817,697
271457,553
178462,134
283513,403
148785,314
6660,667
283356,108
20305,17
130313,26
133133,4085
415570,1266
13063,257
388890,264
5571,4086
111105,937
60553,17
203394,609
260734,1020
429912,110
52893,2192
219908,1639
74006,3812
72269,3812
347185,69
165957,12
62583,1229
393990,244
43671,4087
41460,185
59610,108
451037,19
144351,4088
49397,4089
132714,767
63192,4090
233090,4090
38045,3345
163578,4091
160276,4091
380559,6
324639,646
28890,24
18901,24
211048,4092
82150,4092
447633,4093
447398,4093
214707,17
300850,108
120063,1436
84974,383
84235,295
23975,4094
308667,406
120115,4095
185595,4095
204250,3428
31823,3428
40602,17
107542,786
397314,503
108600,1288
318060,386
126272,1489
126273,1489
92921,1119
899,1119
42356,4096
61657,4096
141080,110
415984,673
94867,213
127711,213
323802,0
39911,2874
286637,421
199934,2434
23544,166
187967,110
150296,4097
228870,277
12234,617
98043,295
186052,17
190864,4098
151580,6
271331,4099
20270,3854
414916,249
144661,2576
368233,2002
19290,17
228391,415
285473,4100
285472,4100
82438,3223
163692,58
428874,820
206947,3812
425054,26
34493,2205
47515,1437
84736,111
112663,4101
348135,4101
233388,477
341699,17
88228,245
18170,17
137988,4102
48994,4102
145739,68
411503,2703
40261,2703
146795,891
444999,76
46037,38
298994,17
431427,81
62465,26
90689,3455
48502,3455
274947,820
76170,179
324805,2
265547,26
267501,4103
19109,67
449514,136
16520,66
315347,139
107028,4104
34959,4104
9011,6
128730,4105
150357,4105
61546,169
34287,2352
372776,4106
43371,4106
2162,1193
225900,191
39371,4107
190258,4107
38212,36
61142,6
218973,6
71140,4108
369823,386
127492,4109
28229,4109
324000,244
451288,19
5195,3930
36915,42
118917,4110
87933,4110
1649,815
168721,892
18997,597
244085,68
89793,4
71585,39
27366,1285
19877,1285
201571,38
13516,31
427189,17
288736,108
62304,4092
291028,4111
142612,4112
18786,4112
375703,108
19253,3154
392444,646
253163,4113
49463,4113
448561,108
88490,2178
199579,26
122356,4114
391750,436
51884,573
365278,1052
170211,4115
231957,4116
282700,22
4142,4117
138766,249
104039,4118
20191,4118
438881,38
307271,22
187678,4119
323425,4119
293925,61
129200,31
58767,4120
83461,4120
294808,4121
256913,4121
50739,4122
152263,4122
408489,681
426404,4123
167019,69
68133,754
196143,754
214285,1211
44349,1211
131384,71
378557,570
384059,570
251969,4124
251972,4124
29143,111
1445,795
13581,431
354973,3148
171148,3148
333168,790
86717,3950
377506,4125
377508,4125
107446,4126
92472,4126
88824,4127
87468,4127
80783,166
142944,4128
99435,4128
186256,54
169845,4129
29597,533
93147,4130
82741,4130
152658,1156
317838,1052
201745,4131
118550,4131
175396,2831
222448,69
241255,162
287370,603
79469,4132
154667,2092
110526,2092
285515,113
74726,1901
105607,4133
72514,4133
186706,4134
209439,4135
77897,4135
189275,329
93311,2854
6712,2854
11193,4136
23422,4136
259183,4137
259182,4137
364947,388
324301,3700
14289,4138
12775,17
310115,4139
33034,4139
83970,4140
107040,4140
122680,169
196094,358
69774,676
158565,26
116809,4141
21017,4141
439883,336
26072,3639
37001,3639
398575,619
93268,572
113431,42
6596,111
449366,233
118728,233
79185,4142
293379,820
18521,4143
77227,2057
104673,1146
163247,17
378800,26
32572,4144
31020,4144
137979,4145
174213,4145
207238,17
13345,116
393544,218
188620,12
110474,4146
74195,4146
146688,618
209237,68
414285,4147
38790,4147
151208,2276
168429,17
271,4148
109746,2038
331637,78
15006,17
147485,4149
235089,4149
247017,153
243167,68
2881,1299
145154,4150
80294,4150
20012,4151
20007,4151
58029,1731
251169,4152
376488,4152
417253,69
164400,17
31237,1082
30906,479
215260,421
277293,2550
120177,6
48847,26
163304,17
291716,153
337963,285
142227,4153
217036,4153
86065,66
147501,69
344639,561
68674,647
158080,3091
171207,549
245780,4154
140114,4154
11671,749
408328,3667
25183,627
50292,91
243237,6
32674,4155
168058,4155
431167,277
70854,3349
71858,54
384788,169
103709,796
80323,4156
91501,4156
69722,17
343011,646
102377,4157
196856,4157
254246,1884
61509,4158
329426,2158
381714,1998
365759,127
5437,396
984,38
363500,700
343041,17
217199,4159
10047,2598
659,975
1425,975
126544,1823
119605,1823
49365,4090
163565,601
106048,17
436348,17
320436,17
55347,85
52224,4160
8637,4160
359725,6
326609,69
126005,67
102576,17
137365,0
343486,249
7420,421
283337,940
2641,940
117645,1377
60625,4161
4297,4161
371237,4162
51444,4162
196120,4163
73336,4163
53500,1725
20982,1725
8060,4164
64807,4164
403889,1725
14664,1725
248990,2448
207740,1335
88650,153
93224,4165
314634,4166
249463,479
52733,815
222746,69
316513,17
371644,66
18337,17
280700,4167
193488,4167
76946,2838
159822,2838
165846,173
123094,173
242386,4168
344955,4169
42112,4169
175404,272
54917,272
42901,2256
348044,1565
370034,17
349739,17
288015,4170
19922,4170
42369,110
411772,388
326995,3059
105885,1285
387706,4171
335584,4171
276527,4
25083,4172
817,4172
376316,826
75969,405
145409,3987
51141,257
146111,4173
342759,4174
221895,4174
229519,4175
158358,4175
257216,185
408373,17
258913,52
211237,17
93520,436
5996,436
8352,4176
111559,4176
66278,4177
429797,4177
423021,61
186700,4178
228608,4178
196393,1024
1526,1024
405864,795
345544,1189
30639,1189
208751,110
48367,110
330813,318
345771,646
35360,4179
47818,143
452458,67
94089,243
69,243
388217,918
10121,3148
67216,3148
18305,1078
437798,609
452245,4180
4433,4180
346782,1753
391992,169
35509,4181
221733,111
3447,617
129388,4182
90488,4182
93122,1458
298860,1335
69900,26
214042,35
272917,17
14748,4183
87552,4183
201799,329
56917,957
27380,3985
48681,4184
317264,4185
270749,4185
261132,295
294315,4186
54434,378
65262,169
172457,4187
180273,4187
37752,4188
5325,4188
147677,4189
265174,4190
265175,4190
165965,1187
179828,1669
206573,4191
187446,1864
119377,4192
189366,17
246656,67
49182,994
33599,4193
16443,4193
134943,4194
2924,4194
18472,4195
403117,1020
2192,4196
66223,714
49897,1512
369469,4197
33651,4197
150302,1199
13213,3919
12573,3919
358502,1052
376624,17
186879,4198
189110,4198
389738,17
116823,1490
82245,4199
79557,4200
54094,4200
308039,69
11341,24
83838,17
193193,504
120661,505
60412,505
388372,584
120308,4201
59207,4201
7752,17
321172,81
191551,1882
280265,193
90254,237
100959,4202
29267,4202
165478,4203
28248,4203
88508,69
363108,472
165348,1124
239375,61
102592,1897
67875,1420
272,1489
357829,1178
64128,4204
170673,1335
86741,4205
29625,4205
288760,179
32432,4206
171070,4206
204872,12
312791,4207
23337,4207
250054,4208
225611,4208
264175,45
114919,26
57951,989
361672,4209
3024,463
355771,244
94143,17
373872,4210
327137,4210
165005,17
277799,4211
102690,4211
140356,22
70310,1734
11559,4212
45231,1250
55676,4213
100451,4213
85567,4214
20267,4214
123416,26
39641,2686
250277,68
121525,38
28274,42
114929,4215
163707,4215
409246,233
254607,17
21067,4216
63806,39
336059,17
351895,4217
202293,4217
207679,2029
144571,2143
282257,4218
34334,795
134363,249
21587,249
449754,19
262009,4219
39454,2209
320530,820
78983,17
64635,17
30500,1785
67233,179
440745,108
327436,133
113048,26
98935,4220
50209,4220
163741,4221
254556,23
252323,4222
375990,4222
33166,1284
89440,4223
447471,820
16215,4224
260080,4224
193598,4225
701,4225
347495,20
115227,4226
427511,17
317469,216
147733,26
130622,754
65948,669
64993,39
151647,4227
95696,69
168305,66
401971,108
165635,214
208183,352
5549,293
179667,4228
289415,4228
366468,277
280909,4229
355296,4229
22546,2176
208431,4230
939,431
108920,17
115960,116
378090,577
453313,153
158350,504
85733,352
407,4
77574,1640
150209,2268
4091,4231
16177,4231
56020,393
155953,445
87274,17
12864,421
250600,22
286947,4232
133826,4232
38614,4233
117670,4234
240516,17
341385,153
41736,195
178420,127
118140,2934
126332,54
430523,76
291399,0
80200,1420
16394,4235
32108,4235
99763,364
103368,4236
20192,4236
83716,2996
4642,2996
74924,54
98392,259
356640,69
4635,1221
107884,4237
30837,4237
236121,17
278469,695
157,378
1052,378
403923,180
104187,611
29252,4238
414921,4239
71516,1397
47082,4240
134595,4240
151958,154
74110,3598
12755,3598
115867,17
180039,1143
46842,668
65490,69
97671,1151
394314,4241
132447,4241
416685,4242
6474,1638
241981,26
275664,4243
183642,2342
44062,4244
16532,4244
273313,4245
273314,4245
132828,2605
168705,2605
224465,4070
49806,1605
130198,2438
55598,4246
11795,679
22752,679
19265,1486
17825,4247
251341,4247
367011,255
238737,1173
433472,1057
303313,17
153589,4248
119582,4248
37063,3877
8217,4249
397213,4250
397214,4250
160066,1275
184792,7
413063,68
25483,4251
23958,4251
117067,61
20206,61
39627,26
310725,795
457,110
81186,486
278585,4252
454555,254
38673,1901
385541,867
2516,3568
51782,3568
33514,4253
315551,4254
151532,4
189487,603
228494,155
8312,4255
147994,4255
198907,4256
118519,4256
157658,3436
8992,3436
277385,0
414334,4257
321045,4257
222671,714
214957,2474
296119,4258
169324,110
107378,4259
110520,4259
336538,4260
88201,4260
233369,646
408834,4261
17004,69
62425,4262
251578,17
178198,898
331493,342
80236,66
288008,35
286604,472
129518,4263
182675,4263
2274,252
163001,60
83597,2654
223164,1500
10601,19
205378,4264
3886,4264
158393,586
260283,790
199268,4265
346167,4265
5609,4266
71264,4266
6322,237
190272,872
16924,2593
996,2593
218858,54
199186,180
421702,4267
421703,4267
63808,39
128728,2676
152942,1075
5214,235
54966,4268
34585,2075
155948,1228
69185,1228
54064,2179
380569,26
52293,985
27514,985
82437,107
163629,58
230150,1524
4375,173
12375,4269
16832,4269
429,1124
166186,304
226272,514
264714,339
307375,4270
98120,4270
372017,4271
332299,2079
95778,730
213625,1630
276851,4272
29175,4272
66077,1690
28468,2721
633,69
73,69
413397,17
170584,69
94723,4273
249508,26
278895,1840
146651,326
11029,4274
214138,4274
100134,4275
50595,4275
29512,77
67614,17
118914,4276
74589,4276
430226,1544
372878,604
31636,4277
278028,17
180867,630
264496,1279
10030,1279
136550,749
242899,17
53962,4278
111185,1322
138552,676
188127,2639
277843,2639
428266,108
80491,893
55050,1
89891,1
21749,4279
10269,883
86640,4280
98917,4280
307771,344
113372,344
67536,185
49588,4281
200654,4281
160666,7
106749,7
303381,0
253035,421
445824,17
5462,4282
5487,4282
41473,4283
31270,4283
269756,133
5207,4284
22451,4285
341613,1588
416115,68
186106,193
385493,17
201758,66
40229,4286
55495,4286
16165,4287
349931,2907
5183,1864
94901,4288
184840,4288
408738,0
50293,203
23872,4289
12436,4289
275920,81
55789,81
154837,382
105351,4290
8360,4290
256263,1647
96096,295
47628,127
83162,127
123205,4291
35340,4291
273221,67
158869,1082
9646,1082
48114,1420
128718,61
177111,35
45577,4292
36818,4292
29631,0
227086,1172
390560,4293
209321,4293
430122,3059
45623,3059
259579,52
129344,1446
167858,382
55056,17
146746,2438
278376,1420
228088,17
129213,92
108745,4294
2554,4294
57147,17
68956,4295
90795,4295
60713,4296
60714,4296
218766,442
372465,421
298126,4297
185028,4297
110065,160
287875,4298
287876,4298
309428,4299
309429,4299
343321,415
365581,4300
136507,2364
378365,1380
181082,1606
98748,1320
154199,652
36219,652
349428,4162
240111,79
173772,2382
76309,2382
308411,79
51644,783
32802,6
387811,35
52909,155
65912,214
229502,235
175401,207
212872,0
361904,35
142206,187
269569,4301
116465,4301
65158,405
101791,4302
276069,4302
103224,4303
101380,4303
3650,110
71288,2502
214869,17
400283,17
88310,298
93354,277
324521,6
26017,3534
74649,3534
166574,1960
24755,1960
394637,45
127174,796
246024,2396
11187,69
280767,69
18395,2460
93606,700
359543,570
201928,3581
189992,3581
233655,3937
311404,156
83075,2251
11588,2251
66665,110
66438,1144
23898,4304
7381,4304
82566,4305
257576,17
293539,35
393543,4306
259092,4306
221368,4307
35430,4307
350811,71
240320,421
290162,30
375669,261
216393,1351
43322,4308
257056,277
59324,4031
363241,185
156594,498
191690,167
22413,4309
44227,4309
379655,107
55310,4310
246051,17
289276,573
96869,26
30740,430
39347,430
324647,4311
35483,4311
244530,127
5319,4312
5322,4312
22692,1274
141146,17
417087,4313
258022,4313
448263,1568
401355,108
103123,4314
36226,4314
