Id,Louvaine
291166,9
208099,25
29865,1
293003,445
234376,10
43853,10
194692,1299
157015,1299
432116,200
198883,1300
978,1300
210174,684
109729,0
83470,9
394729,26
382787,7
194128,56
97197,1190
35726,22
269899,31
269898,31
1982,86
89187,10
174344,49
8223,49
109023,10
165073,40
117490,40
338411,9
9700,9
3607,31
58409,29
138362,22
356133,2
102620,1301
375734,1301
26920,32
4564,174
7207,174
200373,415
122520,1302
117202,1302
6657,51
437498,2
26186,2
359259,22
7354,9
200884,9
268503,34
310516,51
154671,51
176447,32
65122,32
173385,145
90340,1303
3749,1303
176522,2
117169,1304
39600,51
138751,44
415848,24
249308,1305
320199,1305
203172,37
8757,63
1162,32
21041,157
60169,157
90056,126
101309,31
175070,1306
142901,1306
108919,2
313283,32
232415,9
179102,174
34223,1307
34266,1307
50496,9
319358,34
127389,7
47607,1308
62496,67
227841,1309
97503,1309
273945,22
305430,26
49665,40
52387,40
425585,63
289805,7
397667,7
335117,29
50297,2
234731,32
160539,32
228633,1
21351,1
296731,51
220401,0
175283,9
269219,29
189311,62
427033,14
445947,7
435891,119
441374,129
201358,31
4664,1310
38834,1310
298870,40
295146,9
94783,31
217259,1311
12592,1311
79252,29
121199,1312
37491,1312
39580,19
178672,1313
233335,1313
12119,29
124397,29
175551,111
39398,78
129860,9
373049,59
54607,59
364435,43
316785,37
166701,32
167797,126
66897,126
263659,46
243564,1314
85258,1314
30478,22
448211,485
106161,46
73756,51
6696,51
241875,79
15821,79
136442,22
87740,1315
46640,129
65513,167
242523,38
143210,38
112601,96
237754,1316
237753,1316
268779,41
133953,101
153625,7
91638,63
8956,63
285119,250
299287,9
177624,46
250497,11
198042,11
279838,217
79159,37
162158,45
27331,1317
1415,1317
55464,79
117999,9
145500,108
50262,63
173124,48
230456,250
323195,250
161961,250
65572,9
154203,9
85736,96
166609,1318
166607,1318
137205,51
122807,1319
67170,1319
341620,1320
341618,1320
408732,10
221762,51
262067,31
69643,38
195528,9
91899,9
31888,119
313365,51
16211,51
53972,2
141741,343
7269,343
140336,119
242529,9
55102,22
279489,40
97618,90
60810,90
55344,38
69127,2
69151,2
374771,32
144780,4
4328,44
251822,1321
251824,1321
314463,32
231148,119
343358,947
305987,21
84824,9
103339,21
33030,32
253293,139
60146,9
147421,9
429573,41
27616,22
371117,217
339981,11
322645,22
230019,6
276557,40
24996,31
41285,22
320229,10
15641,169
180966,19
268890,9
181982,32
85423,32
416119,9
3798,19
84016,19
426702,86
97428,63
357847,19
251625,42
125440,98
40478,6
114224,78
132150,14
105503,92
126500,92
321178,31
93781,28
257908,7
51836,9
171615,9
20177,10
38225,10
207285,1322
73110,32
125125,1323
125120,1323
261705,13
58708,7
416403,32
16006,32
17186,31
17194,31
103502,51
151504,34
48047,31
29248,31
327883,10
29163,10
367386,4
74189,2
60548,31
341640,9
297935,9
104517,31
178757,99
21965,51
415261,9
208493,205
31222,205
176166,32
326398,1324
27747,1324
234910,31
18002,31
324361,126
305693,1325
343932,1325
44898,67
54550,1326
69472,1327
200945,1327
299477,1328
66884,1328
23425,31
47605,129
72081,126
17190,22
186939,111
30599,31
369100,1
272812,254
32926,254
86021,9
375316,7
181231,11
42109,49
191636,28
372582,46
155458,70
48976,31
11438,44
47291,14
319056,38
161494,94
15044,22
126585,0
146417,0
416013,7
34852,7
247722,55
85723,14
355248,32
388394,1329
28728,1329
421643,29
322603,138
50048,44
58596,44
21261,48
113193,48
192820,32
422195,9
238085,19
323095,13
253421,7
374061,225
18906,78
31080,78
130919,13
27399,1330
112023,1
280831,1
212631,91
923,91
395116,1331
207974,32
202696,56
444588,9
204760,69
262550,9
223158,46
301089,63
21145,86
267319,2
239517,9
134763,14
20585,32
12901,44
9453,250
413796,22
41828,9
256146,1332
80459,10
79810,10
9630,1333
47054,1333
278644,9
386439,10
81615,49
111738,22
314841,7
147804,22
70191,6
23159,32
70170,53
191407,11
353663,32
38328,32
5157,32
154361,1189
267176,40
38040,40
74580,31
361122,1334
361123,1334
246761,2
251312,2
155265,14
9186,51
90442,9
178,45
285668,42
101787,22
251706,32
418354,32
61908,99
49175,99
340982,99
33051,1
181985,55
395579,10
202616,51
309564,200
282514,56
433272,53
39123,1335
140750,1335
249324,19
454679,32
35969,29
18690,29
274197,2
49180,2
28814,10
28798,10
411568,1336
340996,1336
101578,9
173315,167
214974,2
78692,1337
147819,129
275331,57
7698,57
343908,7
31528,7
11906,9
74913,96
29799,96
17279,31
72635,49
13790,46
176322,40
398326,45
122756,9
123354,56
42432,56
403524,9
185651,1338
69998,1338
337393,22
291761,167
55512,167
282486,19
358579,9
111624,9
37961,111
96674,111
15188,32
393618,9
299555,9
24785,25
9850,44
30521,32
105111,9
216748,51
329934,10
349417,1339
147781,29
69270,1340
5201,1340
349418,1339
32371,9
150281,9
28298,10
328586,1341
49187,1341
246384,299
367783,57
3395,57
235829,31
407377,50
378643,380
118776,19
157333,17
45597,42
209404,96
267281,69
210817,1342
14806,1342
280615,1343
281848,1343
244724,31
107934,9
418638,1344
356267,1344
149720,32
141518,885
311862,1345
49409,1345
93721,1346
46895,1346
362687,1347
362686,1347
225874,53
84187,198
376111,1348
83926,1348
819,51
35713,7
140222,9
256188,1349
36192,1349
285148,7
235338,31
247566,40
364474,45
174387,10
197484,10
450638,250
349843,1350
341363,1350
131214,31
5730,31
76263,32
390710,1351
60525,1351
197505,57
222249,0
25907,9
1163,9
53266,1046
313085,10
17250,29
2246,119
150577,28
309478,126
99781,9
32936,9
264285,40
280276,22
5436,22
401042,1352
401041,1352
378042,25
8756,2
79323,9
211120,299
447704,69
327666,9
331855,6
181185,32
150276,1353
67272,1353
233965,28
63118,22
369590,31
27079,1354
140202,1354
8560,43
23315,57
119333,53
49108,32
33642,79
145713,88
190520,26
205938,129
315387,98
185877,1355
188193,32
18035,43
37182,9
75601,48
83708,9
344705,1356
344704,1356
335035,51
366545,71
155468,71
90782,57
285185,9
260621,1357
305907,1357
29493,32
17871,32
371886,111
30743,13
10929,1358
50746,29
98603,43
51329,32
75613,32
181265,6
9121,6
181516,21
115349,21
54402,29
162347,10
125781,10
209212,7
53990,7
12410,1
300433,9
39154,9
183283,32
151050,9
20644,9
241984,147
13766,22
347782,7
335010,1359
101876,9
398570,200
12058,86
32672,86
19579,32
262279,2
378633,29
541,48
13916,48
216257,15
86851,15
455459,398
248757,1360
44746,1360
396075,55
396076,55
98662,63
430437,2
43729,9
184507,1361
211803,1361
273033,2
16344,2
453573,1362
195998,19
165203,99
14596,99
377167,56
453430,9
12767,139
398799,40
46282,9
115199,9
196438,26
14291,26
438293,9
344727,17
215918,42
343103,9
257094,9
314122,9
372414,9
415834,45
402815,51
292815,71
320501,71
132041,22
82825,22
94282,11
39881,11
11263,1363
6986,1363
226970,86
2795,86
314170,167
112572,67
208711,31
106118,2
97651,63
70205,22
262755,1364
71711,1364
226006,22
7344,56
45819,56
196786,32
381540,31
442980,1365
294286,1365
47984,46
73234,6
855,6
243364,2
454030,45
365893,9
262024,1366
73743,1366
425266,1367
390652,1367
328822,9
315386,98
412088,46
23954,147
244117,9
374401,225
317318,51
6664,51
264279,88
119314,7
82322,7
408387,40
2934,40
190638,1
3136,138
216130,28
67501,9
150520,57
10194,57
203191,45
59874,45
122205,111
190850,90
85746,22
76611,32
131608,139
47089,139
127680,31
451550,19
151340,31
167292,2
240487,10
22853,10
296444,916
258775,2
401881,26
133516,9
421675,46
192349,32
175906,9
361987,98
170717,0
197326,9
79655,9
234672,25
23416,25
16952,38
16373,10
22759,10
307191,71
337495,71
50218,63
63326,59
93339,18
120415,1368
45297,1368
175649,167
369440,9
174632,32
942,67
232658,9
70412,21
24341,9
241776,57
105774,2
353931,9
196527,9
26711,1369
128758,1369
82972,51
9139,51
129849,22
376796,2
301926,42
253602,7
166954,31
111562,6
1101,6
81302,46
361208,19
21137,85
254569,7
50231,63
390272,9
10567,1370
10577,1370
12632,9
395180,1371
7936,1372
622,1372
187282,145
138464,13
223789,13
126281,2
47266,19
144119,19
31445,2
74122,2
66656,174
414313,29
148429,29
169269,9
282870,56
5639,225
102302,7
148253,2
423204,88
106951,88
373087,22
55,22
223125,1228
408888,26
53957,9
143399,48
344831,51
39101,51
178962,63
184358,157
385398,1373
15261,51
114271,19
305,19
318064,1374
286496,1375
301532,1375
9108,44
169478,56
309704,28
232915,319
177654,1332
10843,92
25039,9
118365,9
151383,57
93165,57
7884,9
427374,44
149978,55
13377,55
82108,1376
66910,1376
289345,70
43038,70
77496,9
86625,63
9014,63
87373,9
98992,9
69611,32
288283,2
333171,7
400253,31
62948,7
38481,1377
38542,1377
387058,51
4514,174
48383,1
88700,32
43246,32
59532,50
327469,1378
129563,1378
48403,1
12498,1
97501,126
180277,40
41446,18
41462,18
167852,254
211,254
28063,126
228437,9
2183,22
42205,44
469,44
61527,7
52771,9
39581,38
311306,19
332888,9
13484,44
39492,44
116942,96
217519,31
132878,1379
53539,1379
161867,1380
287375,51
299581,0
85037,1381
1576,32
433459,26
171568,63
153142,32
292122,45
13074,31
211544,17
235145,2
267150,22
93593,40
400077,29
396654,26
103759,9
15210,9
150845,29
414846,1382
2357,1382
358882,15
110262,1383
40004,10
22236,31
251149,22
64228,25
288304,101
107167,40
218421,11
357129,19
99839,28
131033,51
6695,51
278797,7
280019,7
303478,19
427389,78
21402,44
44303,44
19952,129
64577,129
92370,7
102320,7
12122,9
321449,7
193809,9
310853,57
9233,51
37755,51
159855,42
344037,1384
344038,1384
38835,31
169214,22
5229,32
325378,88
446290,32
241446,1385
241448,1385
392617,1
319069,0
328539,7
277878,44
42499,31
369364,126
430213,32
167320,1386
115187,1386
76876,167
250965,167
225540,9
413031,1387
194902,9
42313,9
62235,7
200781,9
54947,585
170556,9
77592,9
156571,31
13918,28
188099,51
101291,32
128851,81
189342,32
228518,22
183598,7
83036,67
83037,67
331277,31
149753,31
69101,31
26450,44
120058,57
269774,1
56057,51
69450,55
88691,29
57521,2
77548,2
391691,9
39785,62
165773,2
79958,10
46700,10
63802,63
277142,126
430417,17
123404,1388
307131,7
281186,9
276373,9
19646,29
51198,22
281567,6
342210,31
131499,51
5289,32
346373,9
420992,1389
67056,1389
370541,51
223950,1390
34516,2
27708,2
340506,9
364707,29
85669,79
99038,2
184288,22
7480,29
451273,7
108260,78
229478,28
243164,28
430691,9
147168,14
27857,51
225353,9
295956,145
254251,2
176668,40
211554,19
4344,19
113160,19
102069,19
263440,959
51403,34
78437,2
365448,1391
365447,1391
364829,1392
244158,1392
220058,167
392040,9
51585,1393
193728,19
113163,19
20391,31
178840,51
160547,1
43725,22
94812,41
255862,79
313421,1394
313422,1394
313423,1394
197361,19
78866,19
260422,1395
260421,1395
416565,9
99558,51
43442,4
82937,99
56431,25
9216,51
5508,51
104567,19
66799,1396
46600,1396
9360,62
384073,94
327364,200
207707,22
101028,56
17571,56
354641,14
17012,14
300860,32
291184,31
81685,31
39075,51
442118,31
178265,1397
171020,1397
441496,4
205824,67
198517,32
123952,31
142041,69
305412,69
163236,119
330992,126
208787,7
188334,67
422115,67
410178,7
71208,7
7814,1398
52125,1398
52126,1398
289512,1399
70491,48
58870,32
335739,129
156739,44
32577,1400
32555,1400
103519,32
89558,2
82960,31
43014,167
8299,167
301287,17
130874,40
374273,78
352808,51
64541,7
17045,9
347054,19
309161,34
325470,51
208062,1401
97996,1401
313569,40
286739,2
151922,2
142505,19
55259,53
81422,22
12193,1
3959,1
355770,17
190292,29
29209,119
189828,4
40239,4
65128,9
392254,1402
425260,1402
172396,1
228928,1
89149,32
39970,32
308304,31
120641,40
150033,40
7647,38
348685,22
135638,1403
135639,1403
406605,9
15285,86
168354,9
239286,1404
55970,1404
310698,107
104016,10
44123,10
356021,7
266275,9
40191,21
29517,94
9837,94
80673,217
46356,31
59186,2
68043,11
209129,22
102307,11
117909,11
16033,28
1533,51
279528,9
53445,1405
73568,67
8676,67
377366,55
374635,55
11467,1406
38781,1406
246416,6
25209,6
292494,53
44941,1407
19572,1407
306564,13
344416,13
23861,1
331458,50
252318,1408
55928,1408
406015,78
188626,32
7015,28
380827,88
201694,88
34539,9
257840,78
45938,78
39090,51
10157,32
9762,22
48004,11
192891,88
164708,43
69200,126
150119,78
119162,1409
20431,1409
29255,28
288478,31
66187,32
401753,1410
420303,1410
384482,9
234315,9
111189,2
350893,1411
338133,1411
104303,174
419223,174
217458,9
384842,7
257594,88
160265,88
19676,1412
5802,1412
259277,31
26234,31
121847,9
368929,26
289894,1413
86706,1413
119508,9
303176,32
335821,59
6083,9
69851,2
44939,2
271012,40
65828,9
241416,11
210135,26
312238,10
50816,10
91723,6
6308,6
183663,1414
134516,1414
289327,0
29783,1415
30449,1415
5795,70
73572,28
128231,9
251000,31
308735,2
252954,31
362291,44
409131,1416
93376,1416
447361,78
16862,9
145519,9
13849,4
1275,928
48860,9
445435,56
404036,7
261501,1417
27412,9
439929,225
105011,2
184571,2
27657,1
105492,32
409660,1418
409659,1418
427247,40
153666,48
158701,9
367462,7
274510,51
197205,51
78223,29
180835,1419
331787,1419
183215,28
290900,32
214342,31
281445,1420
272783,167
37414,17
303203,9
2634,38
340728,28
251622,7
94881,22
216684,31
91385,7
143261,9
162949,48
215220,34
201204,34
367251,1421
58670,32
345523,37
287032,28
29482,28
168388,45
97599,9
271028,129
6958,129
90507,9
61544,7
61551,7
185195,98
59837,67
178028,2
61840,91
163806,22
196288,9
247038,53
235475,129
78827,129
309884,1422
297903,1422
90017,0
13262,1423
69987,1423
269734,50
60798,50
261934,9
331062,9
58264,9
420155,1424
312176,1424
64985,1425
218582,1425
330409,6
433711,1426
20848,1426
74928,49
109846,71
188361,9
385103,9
20323,10
20128,10
107631,225
11998,225
428450,1427
428451,1427
381649,34
30891,25
13078,25
154767,32
30146,1428
25669,1428
77095,32
281754,44
441218,99
260794,1429
403899,1429
48012,91
143022,1430
67075,1430
118751,10
234975,7
111929,9
39112,520
22776,10
36777,9
166183,28
120467,7
61005,697
45430,697
91995,15
24532,15
149232,44
450297,10
193580,42
133557,119
312446,1431
37550,1431
341131,86
220825,86
432145,29
449127,21
166311,9
454753,37
202806,111
13068,15
12078,15
23345,174
68228,40
60639,7
117130,63
107674,51
10894,138
441505,32
134804,1432
247056,1432
434480,9
4177,32
406420,67
172639,22
211870,19
43822,19
397271,40
190533,46
56285,9
239606,29
112140,19
387187,1433
268471,1433
160569,6
89629,11
946,11
73583,13
46388,1434
46379,1434
135223,17
178632,17
33199,45
304532,19
231619,18
60793,1435
261334,1435
202519,40
140747,2
400294,2
312078,7
197866,1436
65432,1436
114720,63
12558,174
13139,22
145109,1437
160793,1437
128281,1438
192076,1438
89528,53
52161,1
23716,1
171578,10
19793,96
15982,96
343123,126
34640,9
186589,1439
90107,1439
70120,174
265379,174
67638,9
39230,2
68747,79
378735,10
427679,26
95810,2
109538,1
447385,22
452743,1440
137001,31
448733,1
278783,9
275812,63
8603,63
59736,22
26830,22
194956,51
163296,55
427901,90
202950,1441
380323,1441
42643,51
6629,44
19182,44
268684,40
54996,67
283295,40
273,40
268233,13
79622,55
245719,9
302183,34
7971,32
103986,44
250794,44
163807,22
317420,32
13383,32
74241,2
391957,31
20273,9
176535,22
43726,22
257130,71
347562,71
151115,31
355315,28
279588,119
322634,879
23410,15
177626,755
226996,132
354254,7
297514,2
322348,7
270650,40
393005,40
292180,7
195540,225
233308,9
66781,40
11507,9
338873,31
361788,51
91948,29
95510,10
8008,9
83300,1442
27860,1442
8109,1443
5742,22
72699,22
28333,4
53813,4
134805,10
20246,10
321212,111
65012,2
29430,11
47498,51
108958,111
80904,32
98124,42
47368,42
80638,22
72455,48
12578,51
5384,51
134889,48
228387,9
270940,1444
145628,1444
304645,17
410998,2
444484,51
326615,2
18506,31
304520,10
46839,9
10767,1445
13744,1445
338535,9
226416,31
242855,40
52857,40
19627,41
211367,41
182673,111
442471,1446
83127,1446
49688,2
58559,2
36975,1447
94228,1447
341664,32
60283,51
117150,9
109577,119
132811,21
63865,21
66684,2
163047,31
248031,174
54034,2
119067,2
49652,22
49643,22
28087,2
183899,9
38077,71
49785,19
225732,22
309264,1448
309263,1448
43541,56
110253,4
326955,67
11621,67
26191,0
82491,167
46158,167
113790,40
227462,40
31976,32
445112,9
19987,2
354061,2
58173,2
329424,29
154263,28
426835,29
10324,250
136708,31
96731,9
15567,31
88594,34
62139,2
119958,2
358020,2
286451,40
286452,40
91219,299
37047,299
342526,78
342663,29
27850,51
107435,32
361027,107
63368,7
117217,6
6282,6
256035,1449
90726,1449
318282,32
169241,78
24227,9
2647,9
73188,157
73185,157
59515,250
73973,250
329324,1450
247395,1450
154,22
205918,119
1889,119
42836,91
359117,31
245206,40
374450,37
167175,51
27926,32
207915,2
120868,1451
186253,1452
185444,1452
15019,86
365156,9
118367,48
434883,31
87020,10
3841,10
267645,9
163117,10
289040,1453
269394,1453
142737,31
33646,79
136872,22
452336,29
340830,1454
95913,1454
428775,79
306133,69
340596,67
331685,1455
31581,1455
321319,129
185878,62
366973,40
223817,90
382668,34
346712,19
119046,28
271080,1456
271079,1456
171189,1457
122263,1457
117818,94
442663,1458
202222,31
23198,1459
12040,1459
381049,51
6404,1460
296752,1460
8161,11
6011,9
64436,31
445350,1461
25576,31
2226,31
11282,1462
73354,1462
44196,63
34873,63
426115,7
111660,7
64593,51
13673,51
164047,1463
104785,1463
1773,1464
175943,1464
254548,9
174817,1465
75739,2
61477,1466
232393,1466
110248,63
65268,66
179939,7
69890,7
289329,32
32105,44
346548,19
147078,31
43825,31
64,28
367763,1467
200106,1467
126363,51
103565,96
35710,457
8094,69
19928,1468
125282,1468
35784,31
62439,14
10033,14
279523,1469
448333,9
123362,98
130628,98
338073,11
39642,44
376310,0
2062,9
122059,38
49536,67
153951,31
20462,31
44467,53
193679,26
443906,10
438849,9
26031,9
166032,40
175093,53
183594,2
101781,9
18262,79
15184,29
335740,157
34262,157
33033,22
143933,48
8252,48
123056,32
197960,44
107312,7
400936,9
35722,9
52199,44
132865,44
66378,44
191635,57
370290,9
402599,19
290296,29
70481,1470
70504,1470
341636,9
287199,7
123836,2
316667,111
373164,67
62408,67
230992,9
63211,1471
63206,1471
441966,28
57689,29
389852,99
13847,32
326293,0
46695,86
128537,86
117931,31
37005,1472
106597,1472
175783,40
129457,40
131181,31
40043,44
362649,145
294051,1473
294052,1473
113627,44
159918,40
206362,9
148899,14
268961,51
6716,51
53402,1474
68539,1474
243774,1475
220518,1475
149698,31
37427,9
50228,63
94740,51
249182,44
6366,6
50196,6
245873,1476
245870,1476
247914,57
15536,57
7846,571
50111,32
2786,49
53911,44
89363,79
32107,79
8072,69
87399,1477
46671,1477
19730,31
497,31
39099,51
117996,167
109925,9
146083,79
17939,51
66273,51
141877,46
385921,1478
354466,1478
3154,17
3123,17
18842,31
241461,11
86742,7
264627,78
210424,9
132306,22
161580,22
131917,28
77687,6
7279,6
101306,1479
390320,1479
347300,21
292871,40
367162,312
105791,0
99380,522
387981,99
167423,51
277731,45
35909,14
98593,14
453070,51
138795,42
396770,51
74081,22
5147,22
86053,31
101515,40
345668,90
153454,9
1757,29
290,29
3110,225
102679,74
23524,74
194832,44
250241,9
133913,40
32498,2
237904,44
200321,86
22711,53
102569,9
93500,69
235817,69
271457,2
178462,32
283513,1
148785,51
6660,51
283356,7
20305,250
130313,19
133133,32
415570,41
13063,9
388890,102
5571,37
111105,126
60553,44
203394,9
260734,40
429912,22
52893,19
219908,45
74006,10
72269,10
347185,31
165957,32
62583,167
393990,99
43671,1480
41460,13
59610,7
451037,17
144351,9
49397,9
132714,198
63192,29
233090,29
38045,40
163578,1481
160276,1481
380559,2
324639,7
28890,57
18901,57
211048,139
82150,139
447633,1482
447398,1482
214707,9
300850,7
120063,9
84974,56
84235,44
23975,31
308667,167
120115,107
185595,107
204250,1186
31823,1186
40602,9
107542,131
397314,56
108600,44
318060,53
126272,2
126273,2
92921,44
899,44
42356,1483
61657,1483
141080,22
415984,51
94867,44
127711,44
323802,0
39911,7
286637,11
199934,794
23544,78
187967,22
150296,32
228870,55
12234,1
98043,44
186052,250
190864,1484
151580,2
271331,1485
20270,9
414916,32
144661,844
368233,79
19290,9
228391,59
285473,1486
285472,1486
82438,174
163692,43
428874,51
206947,10
425054,19
34493,9
47515,51
84736,22
112663,17
348135,17
233388,15
341699,9
88228,19
18170,9
137988,1487
48994,1487
145739,28
411503,1488
40261,1488
146795,9
444999,49
46037,29
298994,9
431427,51
62465,19
90689,129
48502,129
274947,51
76170,22
324805,2
265547,19
267501,9
19109,46
449514,73
16520,44
315347,74
107028,99
34959,99
9011,2
128730,1489
150357,1489
61546,2
34287,32
372776,69
43371,69
2162,46
225900,59
39371,13
190258,13
38212,167
61142,2
218973,2
71140,101
369823,53
127492,1490
28229,1490
324000,99
451288,17
5195,22
36915,32
118917,1491
87933,1491
1649,254
168721,44
18997,139
244085,28
89793,14
71585,2
27366,31
19877,31
201571,29
13516,139
427189,9
288736,7
62304,139
291028,1492
142612,1493
18786,1493
375703,7
19253,7
392444,7
253163,1494
49463,1494
448561,7
88490,169
199579,19
122356,2
391750,94
51884,38
365278,129
170211,7
231957,157
282700,17
4142,22
138766,44
104039,10
20191,10
438881,29
307271,17
187678,31
323425,31
293925,10
129200,22
58767,1495
83461,1495
294808,1496
256913,1496
50739,1497
152263,1497
408489,1
426404,1
167019,31
68133,51
196143,51
214285,63
44349,63
131384,31
378557,111
384059,111
251969,1498
251972,1498
29143,32
1445,254
13581,22
354973,51
171148,51
333168,7
86717,1413
377506,1499
377508,1499
107446,1500
92472,1500
88824,1501
87468,1501
80783,78
142944,1502
99435,1502
186256,42
169845,7
29597,9
93147,57
82741,57
152658,9
317838,129
201745,9
118550,9
175396,31
222448,31
241255,79
287370,157
79469,157
154667,14
110526,14
285515,13
74726,40
105607,1503
72514,1503
186706,1504
209439,1505
77897,1505
189275,125
93311,51
6712,51
11193,46
23422,22
259183,1506
259182,1506
364947,7
324301,2
14289,4
12775,9
310115,86
33034,86
83970,169
107040,169
122680,7
196094,31
69774,126
158565,19
116809,2
21017,2
439883,88
26072,31
37001,31
398575,29
93268,51
113431,32
6596,22
449366,9
118728,9
79185,9
293379,51
18521,22
77227,98
104673,34
163247,9
378800,19
32572,55
31020,55
137979,31
174213,31
207238,9
13345,48
393544,32
188620,22
110474,274
74195,274
146688,167
209237,28
414285,88
38790,88
151208,31
168429,9
271,91
109746,0
331637,50
15006,9
147485,31
235089,31
247017,32
243167,28
2881,40
145154,1507
80294,1507
20012,145
20007,145
58029,28
251169,1508
376488,1508
417253,31
164400,9
31237,51
30906,138
215260,11
277293,21
120177,2
48847,19
163304,9
291716,32
337963,9
142227,1509
217036,1509
86065,44
147501,31
344639,49
68674,10
158080,1046
171207,41
245780,1510
140114,1510
11671,9
408328,40
25183,32
50292,44
243237,2
32674,18
168058,18
431167,55
70854,1151
71858,42
384788,2
103709,19
80323,1511
91501,1511
69722,9
343011,7
102377,2
196856,157
254246,21
61509,2
329426,157
381714,167
365759,7
5437,51
984,29
363500,10
343041,9
217199,131
10047,131
659,198
1425,198
126544,7
119605,7
49365,29
163565,86
106048,9
436348,9
320436,9
55347,55
52224,1512
8637,1512
359725,2
326609,31
126005,46
102576,9
137365,0
343486,32
7420,11
283337,45
2641,45
117645,9
60625,31
4297,31
371237,125
51444,125
196120,1513
73336,1513
53500,157
20982,157
8060,1514
64807,1514
403889,157
14664,157
248990,798
207740,14
88650,32
93224,51
314634,1515
249463,138
52733,254
222746,31
316513,9
371644,44
18337,250
280700,1516
193488,1516
76946,174
159822,174
165846,86
123094,86
242386,40
344955,29
42112,29
175404,32
54917,32
42901,225
348044,2
370034,9
349739,9
288015,129
19922,129
42369,22
411772,7
326995,21
105885,22
387706,1517
335584,1517
276527,4
25083,1518
817,1518
376316,2
75969,2
145409,11
51141,51
146111,40
342759,1519
221895,1519
229519,1520
158358,1520
257216,13
408373,9
258913,40
211237,9
93520,94
5996,94
8352,1521
111559,1521
66278,129
429797,129
423021,10
186700,1522
228608,1522
196393,51
1526,51
405864,254
345544,63
30639,63
208751,22
48367,22
330813,119
345771,7
35360,1523
47818,29
452458,46
94089,6
69,6
388217,63
10121,51
67216,51
18305,44
437798,9
452245,1524
4433,1524
346782,145
391992,2
35509,169
221733,22
3447,1
129388,1525
90488,1525
93122,57
298860,14
69900,19
214042,26
272917,9
14748,145
87552,145
201799,125
56917,32
27380,19
48681,10
317264,1526
270749,1526
261132,44
294315,55
54434,94
65262,2
172457,1527
180273,1527
37752,51
5325,51
147677,38
265174,1528
265175,1528
165965,51
179828,49
206573,19
187446,98
119377,1529
189366,9
246656,46
49182,7
33599,2
16443,2
134943,40
2924,40
18472,86
403117,40
2192,94
66223,10
49897,254
369469,157
33651,157
150302,22
13213,51
12573,51
358502,129
376624,250
186879,1530
189110,1530
389738,9
116823,7
82245,1531
79557,45
54094,45
308039,31
11341,44
83838,9
193193,53
120661,2
60412,2
388372,31
120308,1532
59207,1532
7752,9
321172,51
191551,96
280265,34
90254,41
100959,1533
29267,1533
165478,51
28248,51
88508,31
363108,164
165348,94
239375,10
102592,7
67875,49
272,40
357829,28
64128,139
170673,14
86741,17
29625,17
288760,22
32432,31
171070,31
204872,11
312791,41
23337,41
250054,1534
225611,1534
264175,43
114919,19
57951,7
361672,7
3024,51
355771,99
94143,9
373872,1535
327137,1535
165005,9
277799,1536
102690,1536
140356,17
70310,56
11559,32
45231,11
55676,1537
100451,1537
85567,25
20267,25
123416,19
39641,62
250277,28
121525,29
28274,32
114929,1538
163707,1538
409246,55
254607,9
21067,14
63806,14
336059,9
351895,66
202293,66
207679,111
144571,107
282257,1539
34334,254
134363,44
21587,44
449754,17
262009,63
39454,101
320530,51
78983,9
64635,9
30500,13
67233,22
440745,7
327436,71
113048,19
98935,31
50209,31
163741,9
254556,7
252323,7
375990,7
33166,10
89440,15
447471,51
16215,1540
260080,1540
193598,94
701,94
347495,18
115227,45
427511,9
317469,40
147733,19
130622,51
65948,32
64993,2
151647,1541
95696,31
168305,44
401971,7
165635,44
208183,31
5549,67
179667,1542
289415,1542
366468,55
280909,111
355296,111
22546,51
208431,53
939,22
108920,9
115960,48
378090,67
453313,32
158350,22
85733,31
407,31
77574,9
150209,31
4091,1543
16177,1543
56020,13
155953,10
87274,9
12864,11
250600,17
286947,1544
133826,1544
38614,9
117670,1545
240516,9
341385,32
41736,56
178420,7
118140,9
126332,42
430523,49
291399,0
80200,49
16394,15
32108,15
99763,51
103368,10
20192,10
83716,11
4642,11
74924,42
98392,32
356640,31
4635,32
107884,63
30837,63
236121,9
278469,225
157,94
1052,94
403923,88
104187,62
29252,9
414921,41
71516,157
47082,32
134595,32
151958,78
74110,14
12755,14
115867,9
180039,169
46842,9
65490,31
97671,119
394314,1546
132447,1546
416685,1547
6474,31
241981,19
275664,129
183642,101
44062,1548
16532,1548
273313,31
273314,31
132828,43
168705,43
224465,51
49806,22
130198,41
55598,32
11795,10
22752,10
19265,46
17825,56
251341,56
367011,44
238737,40
433472,2
303313,9
153589,1549
119582,1549
37063,9
8217,96
397213,1550
397214,1550
160066,51
184792,6
413063,28
25483,42
23958,42
117067,10
20206,10
39627,19
310725,254
457,9
81186,56
278585,9
454555,145
38673,40
385541,43
2516,32
51782,32
33514,49
315551,19
151532,4
189487,157
228494,67
8312,44
147994,44
198907,26
118519,26
157658,63
8992,63
277385,0
414334,1551
321045,1551
222671,10
214957,174
296119,1552
169324,22
107378,1553
110520,1553
336538,1554
88201,1554
233369,7
408834,122
17004,122
62425,9
251578,9
178198,225
331493,129
80236,32
288008,26
286604,164
129518,254
182675,254
2274,51
163001,70
83597,32
223164,29
10601,17
205378,79
3886,79
158393,43
260283,7
199268,19
346167,19
5609,1555
71264,1555
6322,41
190272,2
16924,849
996,849
